"id","l3","rooms","bathrooms","surface_total","surface_covered","price","property_type"
"1JICJFf2pZnGmnjZaZpIiw==","Balvanera",2,1,50,49,98000,"Departamento"
"YwWFP0YjHQRhOWalr993lA==","Balvanera",1,1,38,38,76900,"Departamento"
"/uL0Wl6NMJNl/15Cw+exUQ==","Balvanera",3,1,65,65,99500,"Departamento"
"49iCBZw0+x1tFkC2ZU4uRg==","Balvanera",2,1,46,42,109000,"Departamento"
"rs8koBp6WOL0FYkJE2o60Q==","Caballito",3,1,62,62,150000,"Departamento"
"mIFl0cn1hufB+zQQk3rGTg==","Caballito",1,1,37,34,98500,"Departamento"
"V62SqvnSsdrPOydgVEgYew==","Caballito",4,1,129,125,395000,"Departamento"
"GbbKsqrlkdPtuWJm/1aqNw==","Caballito",1,1,38,35,101000,"Departamento"
"2RS9BhA78k2FgE8LAbF2/Q==","Caballito",1,1,36,34,89000,"Departamento"
"l1iW5Z/V4WIwdqYCfzCKQA==","Chacarita",3,3,98,82,340000,"Departamento"
"5nZDYzzXoCQy8GzrGeC4Ig==","Chacarita",1,1,38,34,94800,"Departamento"
"CBw+Rrz+h4MVk04jk+4FGA==","Mataderos",3,1,81,62,160000,"Departamento"
"utxToJnUph5TVjs8IGYUZg==","Monserrat",3,1,77,77,157000,"Departamento"
"qX0hKvjxddp+PgAH+NSfhQ==","Monserrat",1,1,40,33,136000,"Departamento"
"Z+fFRk3XaqNp9Ztd+7f9oA==","Monserrat",3,1,65,65,99500,"Departamento"
"pIYW9DURJia+vx2v8C9jnQ==","San Telmo",1,1,40,34,126739,"Departamento"
"fJRBUx9R6t3BzYJgu2vmlw==","San Telmo",1,1,31,26,102007,"Departamento"
"vzpNsNV3PFI0lU0Y2uQ7Qg==","San Telmo",1,1,32,27,98045,"Departamento"
"YoQWTeoOVlAubayIebLmaQ==","San Telmo",1,1,31,31,94575,"Departamento"
"xPyfipERgNS+BfDPypwh/A==","San Telmo",2,1,40,34,141450,"Departamento"
"KG1hQuceDLt4uq9L+BDQcg==","San Telmo",1,1,38,38,115166,"Departamento"
"aTJqBukGssymjw5uFbiSlQ==","San Telmo",1,1,56,26,158129,"Departamento"
"DXIXMHH5Oah6mX15gXZfMQ==","San Telmo",1,1,44,38,139589,"Departamento"
"SagLTNqZYxRwdgtkvhF9iA==","San Telmo",1,1,32,28,92637,"Departamento"
"jmOGkFqNmsWMhreTdFZu9A==","San Telmo",1,1,30,26,95249,"Departamento"
"JrXr/N5FOpUFnoZDcmU9RQ==","San Telmo",1,1,30,26,83245,"Departamento"
"rivVz+zpdlg29Wgy/hsyfg==","San Telmo",1,1,31,26,88786,"Departamento"
"qq6HTqGvA22U4y/F247Mqg==","San Telmo",1,1,31,31,70000,"Departamento"
"9e1ARjffhM/SDFt3Q3SZtw==","San Telmo",1,1,30,26,95249,"Departamento"
"z1Ft2uVaS/SdRKsqC41SRg==","San Telmo",1,1,40,34,126793,"Departamento"
"xyYArwhLRdDdyOs7ZSTJhA==","San Telmo",1,1,40,40,119548,"Departamento"
"IUJtMG+M6d40Ug1udUdPuQ==","Colegiales",1,1,50,41,120000,"Departamento"
"R7SPgN72vlYg4Tsq5oREAQ==","Colegiales",3,3,98,82,340000,"Departamento"
"zuqY4wG/a0dy2kTaV28lfA==","Barrio Norte",1,1,34,29,107000,"Departamento"
"7nRO5zcZxkEkLFVmdd7W6Q==","Barrio Norte",4,5,166,152,720000,"Departamento"
"nbDZF2Wrp1q0ol/1oPqHOw==","Barrio Norte",1,1,45,35,150000,"Departamento"
"Y8z8HIJHPZ7UHy13vgxt0Q==","Barrio Norte",4,3,140,128,490000,"Departamento"
"BZ0IJDeBKAhA8rDRhA1t4g==","Barrio Norte",1,1,34,29,120000,"Departamento"
"WfUzRtn22HmwVC+sN4ZvQw==","Barrio Norte",1,1,34,29,120000,"Departamento"
"gdYGu4hMHT7rW7UAU7yjfQ==","Barrio Norte",3,2,85,80,690000,"Departamento"
"iIrXwWIfcHKkYMfo8sfoOA==","Barrio Norte",3,1,76,64,240000,"Departamento"
"7+ddDxJEKuZ2LnJgqvayWQ==","Barrio Norte",1,1,45,35,156000,"Departamento"
"o0tniPiNzsajtfcgJPhqnA==","Villa Crespo",1,1,38,28,74500,"Departamento"
"TC4KUlbNGPijK/biHiIc8w==","Villa Crespo",1,1,39,36,120000,"Departamento"
"WjuzAbjJvvmz73miHS/60Q==","Villa Crespo",1,1,40,34,99350,"Departamento"
"EA2AVxWaJKfAd8OkMoNoOw==","Villa Crespo",4,1,109,105,195000,"Departamento"
"AD0drk5fo/h5AAZc+JNx7A==","Villa Crespo",1,1,40,35,104000,"Departamento"
"o4IserUF/JnkmAZmWbuNDA==","Villa Crespo",3,1,67,50,140000,"Departamento"
"AQKPtZaTOH2ygzqY+Q3KkA==","Villa Crespo",5,2,105,95,255000,"Departamento"
"LPBFtB1DbSHSdyzeNJ2nwg==","Villa Crespo",1,1,40,34,110000,"Departamento"
"nPk1lpJ1JJDUKfH8q21Wqw==","Constitución",3,1,65,65,99500,"Departamento"
"ozRUfI4+3ydpF3HhpJPK7g==","Puerto Madero",2,2,83,83,460000,"Departamento"
"tY1Gd+epKP07015Qpil9sQ==","San Cristobal",3,1,55,50,90000,"Departamento"
"J6gfSeK6t2mQ0LAwLdgkmA==","San Cristobal",3,1,77,77,157000,"Departamento"
"2m/PVupx/GSIF1z+xpa00g==","San Cristobal",2,1,40,40,99000,"Departamento"
"YOHEOcIdIAzPnGNwGXxOcg==","Villa Ortuzar",2,1,57,50,164000,"Departamento"
"7hyWJIYFiRe90o/v03XPmg==","Villa Ortuzar",2,1,52,46,137700,"Departamento"
"l41ZTwCoOvj2XN8vVLt6sg==","Villa Ortuzar",1,1,34,31,101700,"Departamento"
"2Oa6oEizgJAxt6lz/nXV2Q==","Villa Ortuzar",2,1,57,50,164000,"Departamento"
"rQfbFOQrHY+VsPqrmEncTA==","Villa Ortuzar",1,1,37,34,104304,"Departamento"
"G49kRxmMhVTcNF80qdKpxQ==","Villa Ortuzar",1,1,34,31,91250,"Departamento"
"33YcGrZpmVTqpWZpqHpgZw==","Villa Ortuzar",1,1,37,34,93252,"Departamento"
"iLO6LSW0sgrp9JF4QYzITg==","Villa Ortuzar",2,1,52,46,140600,"Departamento"
"dZH0ZHc0B4OgNcibSJS+mA==","Villa Ortuzar",2,1,52,46,126000,"Departamento"
"N/d1IVqUEdFLzckzfVSr4g==","Villa Ortuzar",1,1,37,34,111211,"Departamento"
"UfbfH34ho+VqIZ47IyZ6hA==","Villa Ortuzar",1,1,37,34,99283,"Departamento"
"o4SRkE+O9m5mVqkkfipRMw==","Villa Ortuzar",2,1,52,46,131900,"Departamento"
"IdNmL/QHijaIM1x6dzLoTA==","Villa Ortuzar",1,1,37,34,111211,"Departamento"
"++y6rjPxY7xtWbfjhLsBHw==","Villa Ortuzar",1,1,37,34,102293,"Departamento"
"dVw+65crarBbzoDLsTDlvw==","Villa Ortuzar",1,1,37,34,95261,"Departamento"
"iF7HFYyNmSP5CL3QFelhuA==","Villa Ortuzar",2,1,57,50,153800,"Departamento"
"la+ywdzZ27DtAXMMEPfkNw==","Villa Ortuzar",2,1,57,50,150800,"Departamento"
"II9AfhyHIATzTQn7MPotWQ==","Villa Ortuzar",2,1,52,46,128900,"Departamento"
"Ejq2DQfnb4xI0lGl38Z5yA==","Villa Ortuzar",2,1,52,46,134800,"Departamento"
"qDrhWT2QT8IHDJqnnuUEvA==","Villa Ortuzar",2,1,57,50,146800,"Departamento"
"VWxxfoD3LykYWEC9V0TA1Q==","Villa Ortuzar",1,1,34,31,95200,"Departamento"
"1hGsbGO7Bt6lai5/mcM3Ag==","Villa Urquiza",2,1,50,48,178000,"Departamento"
"spCrr0x53pmk0b+uw8De/w==","Villa Urquiza",3,1,64,59,210000,"Departamento"
"P/DpAUUbY0OrSXJTfY3kbg==","Villa Urquiza",1,1,50,46,118000,"Departamento"
"UQB2hv+V50HPPUtoCrx/TQ==","Parque Patricios",2,1,42,39,107000,"Departamento"
"La3fkJfNNfwgT+XURmMeiQ==","Villa Santa Rita",1,1,38,38,85000,"Departamento"
"DCQh27i/qxTZ2RlPX9NOAw==","Villa del Parque",2,1,63,53,96000,"Departamento"
"CkQmYSclLKRbwmxEGZnExw==","Caballito",1,1,34,31,82320,"Departamento"
"b9J7x54rW7OhABDetU/wkw==","Mataderos",1,1,30,30,82000,"Departamento"
"zNqJEXaCJ7F5jnSA8jSbqA==","Belgrano",2,1,53,53,138500,"PH"
"5BkjiMVkEWiGS3yt4ONF0A==","Caballito",2,1,49,49,104000,"PH"
"xgorUGwBefsn89YGZ6Dfvw==","Monserrat",2,1,60,60,70000,"PH"
"RQKIM/D3DN2t7Y6Ll9zDog==","Villa Crespo",2,1,47,47,117000,"PH"
"2K41UmwrKx2MfpGg4S7b0w==","Villa Crespo",2,1,42,42,1e+05,"PH"
"5QgvQ7zSYLHF4GzEjC7Wsw==","San Cristobal",1,1,47,34,92000,"PH"
"WlPnjUM6slIkF63LFVz7YQ==","Boedo",1,1,32,32,75000,"Departamento"
"T5uozPJU0FBXZHuYpZsDZw==","Flores",2,1,59,40,130000,"Departamento"
"3KYD+i21fUmYf0Lc05q5tA==","Flores",1,1,40,38,80000,"Departamento"
"zBLBOfnMDfOCmShAwi0emQ==","Flores",2,1,56,56,119000,"Departamento"
"+WqfnW6mohq/UbrNAQ6SiA==","Nuñez",2,1,42,38,175000,"Departamento"
"JIZKwM6vOgbk+SX3+zgLiA==","Nuñez",2,1,41,38,169000,"Departamento"
"+Kzkp4IXOA/663BiV8mXVA==","Nuñez",2,2,43,40,198000,"Departamento"
"uUkqcKJrDIUbXyaSJBckAA==","Almagro",2,1,57,56,148000,"Departamento"
"je0iXa5WqYvyBwYng0/TWQ==","Almagro",2,1,65,53,122000,"Departamento"
"f0vE9N80XNLKYOewbuQ34A==","Almagro",2,1,52,41,99000,"Departamento"
"+UfjIwuLjLDoTmkGA5G19w==","Liniers",2,1,41,38,85000,"Departamento"
"lbvP2ewAF6aV29X8wCXPSg==","Palermo",2,1,33,33,105100,"Departamento"
"Q/DVxH67qnaC+l4vuRk2/A==","Palermo",2,1,43,40,168000,"Departamento"
"FkyFWIW1RfCbE8Pq2aGi/A==","Palermo",1,1,43,40,148000,"Departamento"
"vYXgSMCXKLc4fyxap/LTtw==","Palermo",2,1,50,44,173000,"Departamento"
"socy+3REsviV0tHgEW8VZA==","Palermo",2,1,40,33,115000,"Departamento"
"o9pCwNi4CI2vgzU1X86IYg==","Palermo",2,1,50,44,162000,"Departamento"
"oGvRQxapBPU1H49R7PQwgA==","Palermo",2,1,58,48,175000,"Departamento"
"a2RvoURqYNKQNzEjS7vHrA==","Palermo",2,1,60,60,238000,"Departamento"
"ckNE/p3sh7BjHh+SDMITdQ==","Palermo",2,1,58,51,151500,"Departamento"
"sFKKjpRXZcKlcVrQc5dTPQ==","Palermo",2,1,50,49,250000,"Departamento"
"MBwkx0EKUQGPgo5mF6Ym6Q==","Palermo",2,1,33,33,115000,"Departamento"
"0pg6Z1LfqqlZsln/yp3kDg==","Palermo",2,1,56,52,189000,"Departamento"
"sxa4yrNEqZcAsUgUKkVUnQ==","Palermo",2,1,42,40,122000,"Departamento"
"l4UM7Z9OckVf0T2H9+/3LQ==","Palermo",1,1,41,38,150000,"Departamento"
"brGcIBdIoyh2AyAZUWM7Qg==","Palermo",2,1,55,46,158500,"Departamento"
"GdGT1LGAGzk5NqfrZcW/dQ==","Palermo",1,1,58,42,166440,"Departamento"
"i/qgZN33AS8UUasdlZBzbg==","Palermo",2,1,48,45,155000,"Departamento"
"Rh5JGSKbGmcICkuhuy8+NQ==","Palermo",2,1,37,37,145000,"Departamento"
"/NwWAa512Yx9Nz7C6Pqdag==","Palermo",2,1,48,45,130000,"Departamento"
"o8jz9XvUqlTBZ6PAIQ+xZg==","Palermo",2,1,42,39,90000,"Departamento"
"rYtWBw9PtYxGdbGMc6IYAQ==","Palermo",2,1,37,33,90000,"Departamento"
"62w0jkMGdyhSpWGSKp6Exg==","Palermo",2,1,43,40,168000,"Departamento"
"Ltxt8u8TJxcolD/u9GZAtA==","Palermo",1,1,43,40,132000,"Departamento"
"oUkg9iGuOySCLTsfTFJZTg==","Palermo",1,1,41,38,150000,"Departamento"
"6HUQBPhXP2Kb/3G/RJauWQ==","Palermo",1,1,51,34,144352,"Departamento"
"7i/f8Uy0NSj9Llk2un8j0A==","Palermo",2,1,48,43,188000,"Departamento"
"Py1X6sEZpFnw92lrEviW4A==","Palermo",1,1,33,33,119000,"Departamento"
"VKT6TmSnLviK2kRdXnS8hw==","Palermo",2,2,35,31,120000,"Departamento"
"9ZO4wr6aYXFg8CrgH/VmPg==","Palermo",2,1,37,37,185000,"Departamento"
"UKxdVtZITsrUQl8KK+u9eQ==","Palermo",2,1,50,44,168000,"Departamento"
"KWsMPMZ1OuNIUvva/GHLyA==","Belgrano",1,1,32,31,119000,"Departamento"
"azbpnCGqeXu5RvUfL8cSJg==","Belgrano",2,1,45,42,169000,"Departamento"
"u1Xb6OWC/8wlP/m42puX3w==","Belgrano",2,2,48,44,185000,"Departamento"
"1PhRcXlaWS0MWCCIIosCow==","Belgrano",2,1,48,43,173000,"Departamento"
"2zxZZcLGzSs8OJi4feMYTQ==","Belgrano",2,1,46,36,125000,"Departamento"
"2emleBmvnDVR8T4SSr/gpA==","Belgrano",2,1,30,30,108000,"Departamento"
"XhVQiyD0c/3UQtzorq76xw==","Congreso",2,1,42,42,104000,"Departamento"
"4oKCRowhRJ6JzpuUobMbkg==","Floresta",2,1,63,47,109000,"Departamento"
"UmJmFSm4DWzj/XGzdcCrEA==","Floresta",2,1,36,36,74900,"Departamento"
"zBmU2u5Z5Z21y78lLpS8cQ==","Paternal",2,1,46,40,129168,"Departamento"
"cpqKC6Q5LfUfiB0Q5V4kBQ==","Paternal",2,1,51,47,152946,"Departamento"
"1Slyi17Tzmqkj+xQNWzbig==","Paternal",2,1,51,47,155583,"Departamento"
"4AZB/1aTSsWHB5eRzsDOeQ==","Paternal",2,1,51,47,145035,"Departamento"
"eUz48TLh7xrcFjFOyTf/9Q==","Paternal",2,1,51,47,145035,"Departamento"
"bynRttdit9Ifi6ota+o02g==","Paternal",2,1,51,47,155583,"Departamento"
"KUMeTVoZIPOJL/05vwEuiA==","Paternal",2,1,46,40,145607,"Departamento"
"gWaKKPz4k4hJZ7mMOrS47g==","Paternal",2,1,51,47,147672,"Departamento"
"VPmwbKEsAMFW1L/+OVyl7Q==","Paternal",2,1,51,47,152946,"Departamento"
"uBnOWGsl4ocE99iQgIAAjw==","Paternal",2,1,51,47,152946,"Departamento"
"Jw8hcfCZFiL+zLtWmpqKpA==","Paternal",2,1,46,40,136213,"Departamento"
"lpvWlNVw5zcu6AGXOTOffQ==","Paternal",2,1,51,47,145035,"Departamento"
"yNUcLeQ6aJER1mAl4/PEaQ==","Paternal",2,1,46,40,145607,"Departamento"
"MC+sOlDDY+4x6Cot4Q6Dpw==","Paternal",2,1,51,47,152946,"Departamento"
"iD/EeBq+aIk7RDtWRo/qog==","Paternal",2,1,55,47,162080,"Departamento"
"ALAaZxGkYXcfQcoH1/ZAgQ==","Paternal",2,1,55,47,162080,"Departamento"
"YbPamd3TTQMMH9iQ1tmJew==","Paternal",2,1,46,40,138562,"Departamento"
"62woW6ojm1m39sUw3HeWIg==","Paternal",2,1,46,40,140910,"Departamento"
"CX4wQ8J07PpK32iCOwbDGg==","Paternal",2,1,55,47,162080,"Departamento"
"i+gdxsOOCOsir82QXV4blQ==","Paternal",2,1,51,47,147672,"Departamento"
"740wChUOol1d+iXZHfvisg==","Paternal",2,1,51,47,145035,"Departamento"
"JeODU8QcYHyvHxrAfiPHFw==","Paternal",2,1,51,47,155583,"Departamento"
"UZLsrMSQdxnlmNHq08bUjw==","Paternal",2,1,51,47,152946,"Departamento"
"ZoPA5u4AvMtyzeTzEBrPtQ==","Paternal",2,1,42,42,1e+05,"Departamento"
"0IjXBb8OekU0cP6nk+r+cQ==","Paternal",2,1,51,47,152946,"Departamento"
"hA2BhajJgPDSNLLtXYv6Kg==","Paternal",2,1,46,40,136213,"Departamento"
"iA66FYU/6WoIFCAntcv6Dg==","Paternal",2,1,51,47,147672,"Departamento"
"K6v+n1DaaSdlYdKH6UTfnw==","Paternal",2,1,46,40,133865,"Departamento"
"IsZ0IR+4jmbtfq79yeSeXQ==","Recoleta",2,1,40,40,125000,"Departamento"
"RJH4qSBcHpzl6MqnUNhv+g==","Recoleta",2,1,38,36,130000,"Departamento"
"Eg117yBdWPAz6Khm5M2YIw==","Recoleta",2,1,40,40,125000,"Departamento"
"IIWw3UHuRQb63+0l2JLK0w==","Saavedra",1,1,34,31,85000,"Departamento"
"W9sabpGED2vJertZ2o0pFw==","Saavedra",1,1,51,47,130000,"Departamento"
"VhsQouWBmCRaeQSG3p16Vw==","Balvanera",2,1,42,42,104000,"Departamento"
"GlpUYevcdzue9IsBtvntrw==","Balvanera",2,1,29,29,76000,"Departamento"
"xHpLGEarJd5hy50XvHRPHA==","Caballito",2,1,38,35,97000,"Departamento"
"0J+j+p3qbS2TSyYuIcNJTQ==","Caballito",2,1,38,37,89000,"Departamento"
"/VgojFqS2bg12KKIUR2NTw==","Caballito",1,1,30,30,90000,"Departamento"
"O2mCJ3I5slz1OF/vgpiqBQ==","Caballito",2,1,34,31,80000,"Departamento"
"o/DB+v3EdjuiWZkanPhXGA==","Caballito",2,1,39,39,125000,"Departamento"
"NvTYXobFIJMtWNCEG0K7Zw==","Caballito",2,2,55,48,134640,"Departamento"
"7oIrLbyf/LrKMJg49+/bKw==","Chacarita",2,1,43,40,168000,"Departamento"
"HDKyNDlEkJqQloN2Ix+vag==","Monserrat",2,1,73,47,135000,"Departamento"
"nhAV+jME5ZAL3cfccJsPpw==","Monserrat",2,1,32,32,75000,"Departamento"
"IRu63H2cFqEHewvM3B1KLA==","Colegiales",2,1,60,37,97000,"Departamento"
"qZMCLlS3PM2u1BqlzeJS9Q==","Villa Luro",2,1,45,45,70000,"Departamento"
"xKgFx1CD0ymXAuNImvWGHA==","Villa Luro",2,1,48,46,95000,"Departamento"
"z7tUucNE+QnBmlOCNTmQ8w==","Barrio Norte",2,1,50,44,180000,"Departamento"
"f+NNlvJeatPoX2fLLKwAyQ==","Barrio Norte",2,1,35,33,126000,"Departamento"
"B7o1bRGjVTNSEe4jDQ6EMw==","Barrio Norte",2,1,40,40,125000,"Departamento"
"+300UUONyaanqZpNyoY9Mg==","Barrio Norte",2,1,50,44,177000,"Departamento"
"HpY1Ec4vR0W+JeTuNLovhA==","Barrio Norte",2,1,60,50,310000,"Departamento"
"BgQP1hh9jfeUXcEnlRgPKw==","Monte Castro",2,1,48,45,86000,"Departamento"
"Ht31af1Zz4+DD7Pq22SW5w==","Monte Castro",2,1,56,47,94000,"Departamento"
"zaXkzYWLP4lrZJKRXR/5UA==","San Nicolás",2,1,35,35,98000,"Departamento"
"HP4UI3Wlf+tT05UvDh4elg==","San Nicolás",2,1,36,36,80000,"Departamento"
"Bxt5VIOCCkaFS9E7WoH5Rg==","Villa Crespo",1,1,34,30,94500,"Departamento"
"2IpKVX5VnBX8WXgLXhJVSg==","Villa Crespo",2,1,38,35,99573,"Departamento"
"eepzskiyhgxx4Ole8oHaRQ==","Villa Crespo",2,1,39,36,105948,"Departamento"
"wI62uSU72NfntYUrbu9Wdg==","Villa Crespo",1,1,41,37,129000,"Departamento"
"wQXdXvUpb7ZrNpftgSMpDg==","Villa Crespo",2,1,53,48,120000,"Departamento"
"jcqy/J5Ptoh8m0M3TWRJEQ==","Villa Crespo",2,1,42,42,1e+05,"Departamento"
"WjJiweubOU2DFxhx3a4ZDQ==","Villa Crespo",2,1,54,54,108000,"Departamento"
"G8WWSwlEYWsoKgwP0o1Qvg==","Villa Crespo",2,1,39,36,106948,"Departamento"
"svN9yiS7a0GgCdoGeW+rjA==","Villa Crespo",2,2,100,70,165000,"Departamento"
"yO6uq7roNw8Enh9m3hwTcA==","Villa Crespo",2,1,47,44,110000,"Departamento"
"5UNbqalrCpbdM1bTQhuVqQ==","Villa Crespo",2,1,48,46,169000,"Departamento"
"1nefi/KrBVWVoYpPVXtLRg==","Constitución",2,1,46,46,90000,"Departamento"
"QdKCilKft0df57yQNOF3gQ==","Puerto Madero",2,2,54,50,349000,"Departamento"
"LFKF/QDltcRPhIpp3lkCBg==","San Cristobal",2,1,55,55,104000,"Departamento"
"C7rbd5CI0XoluvYcAEn5oA==","San Cristobal",2,1,29,29,76000,"Departamento"
"yDHHeYbFKRAFGQ5+UTK9jw==","Villa Urquiza",2,1,67,57,110935,"Departamento"
"skRYPKvULr8AS9vVHPJRsw==","Villa Urquiza",1,1,49,29,82000,"Departamento"
"J4QCa5ASTI+dCiNmuSjh7Q==","Villa Urquiza",2,1,55,46,160000,"Departamento"
"e5u3tgaQ4Pg44RLUqM8iBg==","Villa Urquiza",2,1,48,42,177500,"Departamento"
"SHz/0q67VUSrH0DE9fn8+Q==","Parque Patricios",2,1,47,47,123000,"Departamento"
"4j3e6RoPQJEH0M6DsJw+ww==","Villa del Parque",1,1,43,39,110000,"Departamento"
"z0qFNXvyrKwarTSnnBVqFQ==","Villa del Parque",2,2,56,48,170000,"Departamento"
"sU5uGjQf0nvcwkRRO+pWEg==","Parque Avellaneda",2,1,51,46,129900,"Departamento"
"k7O99cN8xIq9T5fYGrInyw==","Parque Centenario",2,1,45,43,115000,"Departamento"
"mVIWOrblb1K+92mjTX6Miw==","Parque Centenario",2,1,56,50,143000,"Departamento"
"Mz0VGFWCZCZ1+Ig9plzdrA==","Villa Pueyrredón",2,1,53,45,134000,"Departamento"
"mKCD5VZoIKgjswtNzcPJsQ==","Villa General Mitre",3,1,55,42,110000,"Departamento"
"Y/u8rlMmRvlnAm59g9bISw==","Centro / Microcentro",1,1,34,33,86500,"Departamento"
"UrKecMBzAKcWKPKzTRzV+A==","Centro / Microcentro",2,1,73,47,135000,"Departamento"
"Ciq17g26Vrhp/n0rlJ4Fkw==","Flores",3,2,110,75,178000,"PH"
"QDrK5dFGwxSsiaAGhHsokQ==","Coghlan",3,2,107,87,190000,"PH"
"2VkUHolAc6hqzyY0a9YVnQ==","Palermo",3,1,53,53,165000,"PH"
"6gug5LQUYUkPFR/9bP3y3A==","Barracas",3,1,95,95,215000,"PH"
"WL5iHxFh+ZQpUAoDYNvPuQ==","Balvanera",3,1,152,87,210000,"PH"
"YPRJxcd5kuLH+0i6+V0gEg==","Balvanera",3,1,64,44,109000,"PH"
"0dmWIUkTs2o3i2cADq8UMA==","Balvanera",3,2,124,124,220000,"PH"
"rn/BXopSeJuf68upZGtw5Q==","Monserrat",3,1,53,53,130000,"PH"
"+GGmo0p2ISlWLfcf6WAHKg==","Colegiales",4,2,69,67,195000,"PH"
"ZUCHlty0j5lAM52lmkqPBQ==","Monte Castro",3,1,67,55,215000,"PH"
"wRRL80oUw/k5rNTAsPQvqA==","San Cristobal",3,1,152,87,209000,"PH"
"lPsm0rlzZnvdPbSHkF/quw==","Parque Patricios",4,2,120,60,139000,"PH"
"5oHRUFnaQbRztjuNaRCtFA==","Villa General Mitre",3,1,73,66,155000,"PH"
"q6NsgkGy5snyC+eTsLqY9w==","Once",3,1,40,40,74000,"Departamento"
"bxm0fU/aFfEtCT0/u9SlMg==","Once",3,1,63,45,129500,"Departamento"
"NeAOo+jFqYVfAFR3sQmh1w==","Flores",3,1,75,59,210000,"Departamento"
"2kFFrQZZ724s09G2pvhLvA==","Flores",3,1,104,61,218000,"Departamento"
"txrl6aeFVlumPO3LFBzq5g==","Flores",3,1,65,57,149000,"Departamento"
"WDyfwQwWyhDZ1Tnpuj3jHQ==","Flores",3,1,64,59,215000,"Departamento"
"WvsxPZG1nZFfFgnFUcVcTg==","Flores",3,1,58,50,149900,"Departamento"
"xXKE0E0Dqmt4j2qiR3yNzQ==","Nuñez",3,2,95,85,270000,"Departamento"
"Ajt/wztLQn8t3379wInRyQ==","Nuñez",3,1,55,55,125000,"Departamento"
"RX7JmMY7V67gjnvwmpUsdQ==","Nuñez",3,1,73,70,190000,"Departamento"
"CX5N/U4cDJgDjccdDXH73Q==","Retiro",3,2,70,68,245000,"Departamento"
"BeqHIOemYl+CcKZ/zg50Mw==","Retiro",3,1,122,122,324900,"Departamento"
"oq12Lwbdtf2YNmAWd9qsSA==","Almagro",3,1,100,100,180000,"Departamento"
"WO4/ms/IG6auzhOS+YWp4g==","Almagro",3,2,76,76,199500,"Departamento"
"AyBsSQxNMasfDLTYSmDuDA==","Almagro",3,1,72,72,150000,"Departamento"
"mv5pwsfGg+z+KYrITURImQ==","Almagro",3,2,96,89,195000,"Departamento"
"wyQIskMTsdZrJZtHXSyERg==","Almagro",3,1,50,50,140000,"Departamento"
"6aMQi3y/TtVPyzfQEV3sxg==","Almagro",3,1,72,72,192000,"Departamento"
"U1ys60rSOUqIQO0MSRfwLw==","Almagro",3,2,96,89,195000,"Departamento"
"Iej1aspjaG7gNsvddFkA2A==","Almagro",3,1,40,40,74000,"Departamento"
"Foiz2OXw7Fce2xnz8KfO3Q==","Almagro",3,2,71,65,202375,"Departamento"
"HIx8TAfxiCemvcy0n4dUFQ==","Almagro",3,1,94,94,299900,"Departamento"
"EhBsFJkaD/V7zp0QBzDY7Q==","Almagro",3,2,64,60,139000,"Departamento"
"pW9X5ZvpMogi1h0ydE8XJA==","Almagro",3,1,160,80,230000,"Departamento"
"gOawxOLovvtybV6p2dUwZg==","Coghlan",3,3,97,89,241000,"Departamento"
"POQmsUQM853fmPbzUCkWPA==","Palermo",3,2,66,62,210000,"Departamento"
"a2UOt/z/osvL1DXgtgNB3Q==","Palermo",3,1,56,52,165000,"Departamento"
"ajJHgaEx5KeYEfdYlpCRlg==","Palermo",3,1,104,98,299000,"Departamento"
"ve0P41CHPDgaDwuPQ8Cubg==","Palermo",3,2,60,60,130000,"Departamento"
"TK0IxlBxE9F10V208IHnyw==","Palermo",3,1,59,59,113000,"Departamento"
"2hozEFgefwScBwZb2GM73w==","Palermo",3,2,92,87,280000,"Departamento"
"ShuSNp4/sYJn9gYn084rUA==","Palermo",3,1,88,66,264000,"Departamento"
"1WEbdtn7lHgApEG8NfHUfg==","Palermo",3,1,81,81,255000,"Departamento"
"xW/3RJ7ZmLLruflps3nELw==","Belgrano",3,2,158,150,5e+05,"Departamento"
"nzITkIkF1AxHLIhCQ7pkeA==","Belgrano",3,2,77,59,229000,"Departamento"
"oSwgl1zj332AWrw7QhNXwA==","Belgrano",3,2,120,115,389000,"Departamento"
"sNonWXTa+HlpvThuHCmXUg==","Belgrano",3,3,92,82,395000,"Departamento"
"SsAcZnRd5GdGkWB/nmWT5w==","Belgrano",3,1,64,57,245000,"Departamento"
"3Gwdk1JJdHLa0ZWO++yXIQ==","Belgrano",3,1,48,43,173000,"Departamento"
"rSCUaMJMlRoGAIDIpbhvlQ==","Belgrano",3,2,77,70,280000,"Departamento"
"JLyRO94fal0NSfmio5bITQ==","Belgrano",3,1,80,75,295000,"Departamento"
"VIbvNBn2l1alSgukv0Cf4g==","Floresta",3,1,65,61,148000,"Departamento"
"awXoR6aKUKvqG5Wn1HB7pw==","Paternal",3,1,74,66,236995,"Departamento"
"ywFXeVBoSjaMdYj+rDP/FA==","Paternal",3,1,74,66,229350,"Departamento"
"lLUhFGrKpuiN9yyLsYm0kg==","Paternal",3,1,74,66,229350,"Departamento"
"gqC0dWsZ229ydQ1/aRPhsg==","Paternal",3,1,74,66,210238,"Departamento"
"b+MotvmFvdpWAC7uxuwC7A==","Paternal",3,1,74,66,236995,"Departamento"
"Oj1p6HWmi49mkdxkFmhYLg==","Paternal",3,1,74,66,236995,"Departamento"
